"","AC001A","AC002A","AC004A","AC013A","AC014A","AC014B","AC014C","AC017A","AC018A","AC019A","AC022A","AC025A","AC028A","AC029A","AC030A","AC034A","AC035A","AC039A","AC042A","AC044A","AC046A","AC048A","AC9964","AC9965","AC9968","AC9969","AC9975","AC9996","AM001A","AM001B","AM001D","AS001A","AS003A","AT001A","AU001C","AU002A","AU003B","AU003D","AU004A","AU004B","AU004C","AU004D","AU005A","AU005B","AU005D","AU005E","AU005J","AU005L","AU009A","AU009B","AU010A","AU010B","AU014A","AU022A","AU023A","AU9983","AU9984","AU9987","AU9988","BR001A","BR003A","BR004A","BR005A","BR006A","BR9997","CA018A","CC001A","CM004A","CM010A","CM013A","CM014A","CM015A","CM015B","CM017A","CM020A","CM031A","CM031C","CM038A","CM048A","CM050A","CM051A","CM052A","CM101B","CM9989","CM9995","CO001A","CO001B","CY001A","CY002A","CY003A","CY004A","CY007A","CY010A","CY013A","CY9991","DE001A","DT002A","DT003A","DT004B","EU002A","EU002B","EU002D","EU002E","EU002K","EU003A","EU004A","EU009A","EU009C","EU011A","EU013A","EU014A","EU015A","EU016A","EU017A","EU019A","EU020A","EU021A","EU022A","EU025A","EU027A","EU028A","EU028B","EU031A","EU034A","EU039A","EU040A","EU046C","EU047A","EU048A","EU049A","EU049B","EU051A","EU051B","EU056A","EU057A","EU058A","EU9961","EU9962","EU9965","EU9969","FR001A","FR001B","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR008A","FR009F","FR010A","FR011A","FR015A","FR018A","FR9991","FU002A","FU002B","FU002F","GO003A","GO004A","GO006C","GO013A","GO023A","GO025B","GO025F","GY005A","HN001A","ME019A","NA002A","NA003A","NA003B","NA005A","NA005B","NA006A","NA006B","NA007A","NA008A","NA013A","NA014A","NA015A","NA016A","NA032A","NA033A","NA037A","NA038A","NA042A","NA043A","NA044A","NA045A","NA046A","NA048A","NA063A","NA068A","NA084A","NA086A","NA099A","NA101A","NA102A","NA112D","NA113A","NA114A","NA115A","NA129A","NA133A","NA135A","NA140A","NA149A","NA151A","NA156A","NA158A","NA160A","NA167A","NA170A","NA9904","NA9919","NA9955","NA9963","NA9964","NE003A","NE003B","NE003C","NE004A","NE012A","NE020A","NE023A","NI002A","NI005A","NI008A","NI009A","NI009B","NI017A","NI021A","NI026A","NI027A","NI152A","NI9984","OP001A","PE002A","PI005A","PI007A","PI011A","PI014A","PI015A","PI016A","PI018A","PI018B","PI022B","PI023A","PI055A","PI056A","PI139A","PI164A","RH006B","SA001A","SA001B","SA006A","SA042A","SE001A","SP002A","ST004A","ST010A","SU002A","SU004A","SU005A","SU006A","SY002A","SY003A","SY004A","SY009A","SY010A","SY013A","SY043A","TA001A","TA002A","TA003A","TA004A","TA9996"
"S141",0,0,0,1.92,0,0,0,0,0,0.17,1.22,0.17,0,0.35,0,0,0.35,0.17,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0.17,0,0,15.68,0.35,0.87,0,0,0,0,0,2.96,0.35,0,0,0.17,0.35,0,0,0.17,0,0,0,0,0,0,0.52,0,0,1.04,0.35,0,0,0,0,3.66,0,0,0.52,0,1.22,0,24.56,0,0,0,0,0.7,0.17,0,0,0,0,0,0.17,0,0,0,0,0,0,0.35,0.52,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0.35,0,0,0,0,0,0,0,0,2.09,3.66,3.83,0,0,0.17,0,0,0,0,0,0,0,0,0.35,0.87,0.52,0,0.17,0,0,0,0,0.35,0,0.17,0.17,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.35,0,0,0,0,0,0,0,1.04,0,0.35,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.35,0,0.35,0.17,0,0,0,0,0,0,0,0,0.35,0,0,0,0.52,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,0,0,0,0.52
"S151",0,0,0,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0.18,0.18,0.18,0,0,7.73,0,0,0,2.64,0,0,0,1.23,0,0.18,1.41,1.23,0,5.8,1.41,0,0,0,0,2.46,0,0,0,14.41,4.04,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,8.44,0,0,0,0,0,0,0,1.05,0,0.18,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0.18,0.53,0,0,0.18,0,0,0,3.52,0,0,0,0,0.18,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.18,0,0,0,0
"S161",0,0,0,2.54,0,0,0.46,0,0,0,0.12,0,0,0,0,0,0.92,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0.46,5.77,0,0,0,6.93,0,0,0.12,0,0,0,0,0,14.43,0,0,0,0,0,0.12,0,0.69,0,0,11.78,0,0,0,0.69,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.92,0,0.12,0,0,0,0,0,0,6.7,0,0,7.85,0,0,0,1.04,0,0,0,0,0,0.23,0,0,0.12,0.23,0,0,0,0,0,0,0,0.12,0.35,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.23,0.12,0.23,0.12,0,0.23,0,0,0,0,0,0,0,0.92,0,0.12,4.62,0,2.66,2.89,0.69,0,0,0.12,0,0,0.23,0,0.12,0.46,0,0.12,0.12,0.23,0.69,0,0,0,0,0,0,0,0.35,0.69,0.69,0.35,0,0,0,0.46,0.12,0.12,0,0.12,0,0,0,0.12,0.35,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.12,0.23,0,0,0,0,0,0.12,0,0.35,0,0.23,0.92,0,0,0,0,0,0.46,0,0,0.12,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.58,0,0,0,0,0.12,0,0.35,0.35,0.12,0,0.12,0,0,2.19,0,0,0,5.08
"S171",0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0.64,0.16,0,0,0,0,0,0,0,0,0,0,0.32,0,0.8,0,0,0.16,0,0,0,2.41,0.16,0,0,0.32,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,2.57,0,0.16,0.96,0,0,0,0,0,5.95,0,0,0,0,0,0,21.22,0,0,0,0,0.48,0.64,0,0,0,0,0.48,0.16,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0,1.61,0.64,0.16,0,0.16,0,2.57,0,0,0,0,0,0,0,0,0,0.96,0,9.49,0,0,0,0,0,0,0,1.29,0,0.32,1.45,0.48,0,0,0.16,0,0,0,0,0,0,0,0,0,0.8,1.77,0,0,0,0,0,0.32,2.09,0,0.16,0.32,0,0.16,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,2.57,0.48,0,0,0,0,0.16,0,0.32,0,1.93,0.16,0,0,0,0,0,0.96,0.16,0,0.48,0,1.29,0,2.57,0,0,0,0,0.16,0,0,0,0.48,1.12,0,0,0,0.48,0,0,0,0,0,0.32,0,0,0,0,0,0,0,3.7,0,0,0.32,0.16
"S181",0,0,0,0,0,0,0.28,0,0,0,0.14,0,0,0,0,0,0,0,0.14,0,0.55,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,4.14,0.28,0,2.9,0.97,0.83,0,0,0,0,0,0,0,0,0,5.25,2.21,3.73,0.55,0,0.14,0,0.97,0,0.55,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0.28,0,0,0.14,0,0,0,2.07,0,0,0,0,0,0.41,0,0.28,0,0,0,0,0,0.55,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0.28,0,0.28,0.14,0,0,0,0,0,0,0,0,0,0,0,2.35,0,38.54,0,0,0,0,0,0,0,0.55,0,0.41,1.66,1.38,0,0,0,0,0,0,0,0,0,0,0.69,0,1.24,0.55,0,0,0,0,0.14,0,0.14,0,0,0.55,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.97,0,0,0,0,0.28,0.28,0.41,0,0,0,0,0,0.28,0.28,0,0,1.24,0.55,0,0,0,0,0,1.11,0.14,0.14,0.14,0,0.41,0,0.97,0,0,0.14,0,0,0,0,0,0.28,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0.14
"S191",0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0.19,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0.19,0,0,0,0,23.79,0.37,0,0,0,0,0.56,3.53,0.93,0,0,1.49,0,1.12,0,3.16,0,0,0,0.56,0,0,0,0,0.19,0,0,0,0,0.19,0,0,0,0,1.12,0,0.19,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,1.3,0,0.19,0,0,0,0,0,0.37,0.19,0,0,0.19,0,0,0,0.37,0,0,0,0,8.74,2.6,0.37,0.74,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,10.22,0,0,0,0,0.37,0,1.49,0,0.37,0.37,2.6,3.35,0,0,0,0,0,0,0,0,0,0.19,0.37,0,0,0,0.37,1.3,0,0,0,0,0,0.37,0.93,0,0,0,1.12,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0.37,0,0,0,0.93,0.19,0,0,0,0,0,4.65,0,0,0.37,0,0,0,0.19,0,0.19,0.19,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0,0,0,1.3,0,0,0,1.12
"S201",0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.19,0,0.19,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,6.93,0.19,0.75,0,5.43,9.93,0,0,0,0.94,0,0,0,0,1.31,0.19,0,0,0,0.75,0,0,0,0.56,1.31,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0.19,0,0.19,0,0,0.38,0.94,0.38,0.38,0,0.56,0.19,0.38,0,0,0.19,0,0,0,0,0,0,0,0.38,0,0.38,0,0.94,1.5,0,0.19,0,0.75,0.56,0.19,0,0,0,0.19,0,0.19,0,0,0,0,2.43,0,0.19,0,0,0,0,0.19,0,0.38,3.18,17.6,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.38,0,2.06,0,0,0,0,0,0.19,0.19,0,0,0,0.38,0,0,0,0,0,0.38,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,1.31,0,0,4.49,0.19,0,0.94,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0.38,0,0,0,0,0,0,2.06,0,0.19,0.38,0,0.38,0,1.12,0,0.19,0,0,0.38,0,0,0,0.56,0.38,0,0,1.68,0.56,0,0,0,0,0,0.19,0,0,0,0,0,0,0,3.56,0,0.94,0.56,0.19
"S21",0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58,0,0,0,14.73,2.39,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.97,0,7,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,1.11,0,0,0,0,0,0,0.55,0,4.6,3.87,0,0.74,1.84,0.55,1.47,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0.18,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.37,0,0.18,0,0,1.66,0,1.84,0,0,0,2.21
"S211",0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0,0,4.4,0,0,0,0,0.37,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0.37,0,0,0,0,0,0,0.37,0.18,0.37,0,3.12,1.47,0,0,0,0,0,0,0.37,0,0.37,0,0,0,0,0,0,24.95,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,4.77,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.18,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,15.78,1.84,0
"S221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,9.62,0,0,0,0,0.19,0.19,0,0,0,0,0,0,0,0.19,9.43,0,0,0.75,0,0,0,0,0.38,0,0,0,0,0.38,0,0,0,0,0.19,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.19,0,0,0,0,0,0.38,0,2.08,0,2.83,3.59,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,4.91,10.94,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,5.28,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,1.32,0,0,2.83,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.19,0,0.19,0,0.19,0,0.38,0,0,0.19,0,0,0,0.19,0,0,0,1.13,0.19,0,0,0,0,0.19,0.57,0,0,0,0,0,0,0,0.57,0,25.47,4.91,0
"S241",0,0,0,1.76,0,0,0.78,0,0,0,0.59,0,0,0,0,0,0.2,0,0.59,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0.2,0,0,0.39,0,0,0,0,0,1.57,0.78,0,0,0,0,0.2,1.18,0.2,0.78,0,6.67,0.98,0.39,0,5.1,0,0,0,2.16,0.98,0,0,0.2,0.78,0,0,0,0,0.78,0,0,0,0,3.14,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,15.49,0,0,0,0,0.2,0.2,0,0,0.39,0,0.59,0.39,0,0.2,0,0,0,0,0.39,0.98,0,0,0,0,0,0.39,0,0,0,0,0.39,0,3.14,0.39,0.39,0.2,0,1.18,0,0,0,0,0,0,0,0.2,0,0,0,0,7.06,0,0,0,0,0,0,0,0,0,0.98,4.51,0.39,0,0.2,0.2,0,0,0,0,0,0,0.39,0.2,0,0.98,0.2,0.2,0.39,0,0,0,0,0.2,0,0.2,0.2,0,0.39,0.2,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.59,0,0,0.59,0,0,0,0,0,0,0,0.2,0,0.39,0,0,0,0,0.59,0.2,0.39,0,0.59,0,0,0,0,0,0,0.98,0,0.59,0.59,0,0.39,0,0.98,0,0.2,0,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0.78,0,0,0,0,0.59,0.2,0,0.2,0,0,0,0,0,4.51,0,0,0.2,1.76
"S251",0,0,0.92,7.69,0,0,0,0,0,0,0.18,0.55,0,0.18,0,0,2.02,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0.18,0,0,3.85,0,0,0,0.55,0,0,0,0.92,0.37,0,0,0,0,0,0,0,0,1.47,0.37,0,0,0.73,0.37,0,0,0,0,7.14,0,0,0,5.86,27.84,0,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.55,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.37,0,0,0,5.86,0,0,0,0
"S261",0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.33,0,0.5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,7.96,3.15,0,1,0.33,0,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.5,0,0,0,0,0,0,0.17,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0.66,0,0,0,0.5
"S271",0,0,0,0,0,0,0.4,0.2,1.19,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0.2,0,3.38,0,0,0,0,1.59,0,0,0,0,0.8,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,2.78,1.99,0,1.79,0,0.2,0.2,0,0,0,0.6,0,0,0,0.2,1.19,0.6,0.8,0.4,0,1.19,0,9.74,6.96,2.78,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,2.98,19.08,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,2.58,0,1.99,0,0,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0.6,0,0,0,0.8,0,0,0,0,0,0,0.99,0,0,0,0,0.4,0,0.2,0,0.6,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.99,0,0.8,4.57,0.2
"S281",0,0,0,0,0,0,0.36,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0.54,0,0,0,0,0,1.07,0,0,0,0,0,0.54,0.89,0.18,0,0,0,0,0,0,0,1.43,0.18,0,3.39,0,0,0,0,0.89,0,0,0,0,1.07,0,0,0,0,0.18,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0,0,0.18,0,0,0.36,1.25,3.57,0,0.89,0.18,0.18,0,1.07,0.18,0,0,0,0,1.25,0.18,0,1.96,0,0,0,3.57,4.46,0,0.36,0.18,0.54,0.18,0,0.18,0,0,0.18,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.18,0,3.75,3.39,14.82,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.89,0,0,0,0,0,0,0,0.18,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.36,0,0,0,0,1.25,0.18,0,0,6.25,1.79,0,1.79,0,0,0.71,0,0,0,0,0,0.36,0,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,1.25,0.36,0,0.18,0,0.36,0,0,0,0.18,0,0,0.36,0,0,0,0,0,0,0,1.61,0.18,0,0,0,0,0,0.36,0,0,0,0,0,0,0,1.79,0,6.79,1.96,0
"S291",0,0,0,0,0,0,0.38,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0.38,0,0,0,0,0,0.19,0,0,0,0,0,0.38,0.19,0,0,0,9.18,0.19,0.19,0,3.18,1.5,1.12,0,4.12,0.19,0,0,0,1.31,0,0,0,0,0.38,0,0,0,0,2.25,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,0,0.19,0.19,0,0.19,0.19,0,0.19,0.75,0.38,1.31,0,0.38,0.19,0,0,0.19,0,0,0,0,0,0.38,0,0,0,0,0.38,0,2.62,2.25,0.19,0.38,0.19,0.38,0.19,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0.19,0,0,1.87,11.8,2.25,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.19,0,0,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.19,0.19,0,0,8.05,0,0,1.12,0,0,0.38,0,0,0,0,0,0,0.19,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0.75,0,0.38,0,0.38,0,0,0,0,0,0,0.38,0,0,0,1.68,0.19,0,0,0,0,0.38,0.38,0,0,0,0,0,0,0,7.49,0,5.8,1.31,0.38
"S301",0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.38,0,0,0.57,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.19,0,0,0,0,5.09,0,0,0,0,0,0,0.57,0.19,0,0,3.21,0,0,0,9.24,0.57,1.32,0,4.15,0,0,0,0.19,2.26,0,0,0,0,1.13,0,0,0,0,3.21,0,0.19,0.38,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0.38,0,0.57,0.19,0.19,0.38,0.75,0.38,0.75,0,0,0,0,0.19,1.32,0.38,0,0,0.19,0,0.38,0,0,0,0,0,0,2.45,2.08,0.19,0.75,0.75,0.75,0.19,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0.19,0,0,0,0.38,3.77,11.7,2.08,0,0,0,0,0,0,0,0,0,0,0.38,0,1.7,0.38,0,1.13,0,0,0,0,0,0,0,0.19,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.19,0,0,3.59,0.19,0,2.45,0,0,0.19,0,0,0,0.57,0,0,0,0,0,0,0,0.57,0,0,0,0.57,0,0,0,0,0,0,2.08,0,0.19,0,0,0.38,0,1.32,0,0,0,0,0,0,0,0,0.19,0.38,0,0,0.38,0.38,0,0,0,0,0,0.57,0,0,0.19,0,0,0,0,1.13,0,0,0,0
"S31",0,0,0.33,7.67,0,0,0.33,0,0.33,0,0.33,0,0,0,0,0,0.67,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.17,0,0,0,0,2.67,0.67,0,0,3.83,0,0,0,0.17,0,0,0,1.17,0.5,0,0,0.17,0,0,0.17,0,0,0,0.33,0,0,1.33,0,0,0,0,0,5.67,0,0,3.67,19.5,3.67,0,6.33,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.83,0,1.17,0.33,0.17,0,0,0,0,0,0.33,0,0.17,0.67,0,0,0,0.5,0,0,0.17,0,0,0,0.33,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.33,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.33,0,0,0,0,0,0.17,0,0.17,0,0.5,0,0,0,0,0,0,0.5,0,0,0.17,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.5,0.17,0,1.83,0,2.67,0,0,0,1.83,0,0,0,1.67
